user_id,acquisition_channel,variant,first_purchase_date,delivery_date,ugc_email_sent_date,ugc_email_opened,ugc_email_clicked,category,region,first_order_value,returned_within_14d,repeat_purchase_within_30d,time_to_next_purchase_days,repeat_order_value,discount_used_on_repeat
5530,paid,control,2025-11-06,2025-11-09,,0,0,electronics,NE,122.13,0,1,21.0,138.65,1
5531,paid,treatment,2025-12-08,2025-12-10,2025-12-15,0,0,home,Midwest,44.15,0,0,,,0
5532,paid,treatment,2025-11-08,2025-11-09,2025-11-15,1,0,beauty,Midwest,38.12,0,0,,,0
5533,paid,treatment,2025-10-11,2025-10-16,2025-10-21,0,0,footwear,NE,106.17,0,1,30.0,161.55,0
5534,paid,control,2025-12-13,2025-12-16,,0,0,apparel,Midwest,77.12,0,1,27.0,77.28,0
5535,paid,control,2025-12-24,2025-12-25,,0,0,electronics,South,159.41,0,0,,,0
5536,paid,treatment,2025-12-30,2026-01-03,2026-01-08,1,0,apparel,NE,103.41,0,0,,,0
5537,paid,control,2025-10-10,2025-10-14,,0,0,footwear,South,86.34,0,0,,,0
5538,paid,treatment,2025-11-21,2025-11-25,2025-12-01,0,0,electronics,West,158.88,1,0,,,0
5539,paid,treatment,2025-11-27,2025-12-02,2025-12-08,0,0,beauty,NE,10.0,0,0,,,0
5540,paid,treatment,2025-10-08,2025-10-10,2025-10-17,1,1,apparel,NE,68.97,1,0,,,0
5541,paid,control,2025-12-27,2025-12-29,,0,0,apparel,NE,35.3,0,0,,,0
5542,paid,control,2025-10-10,2025-10-13,,0,0,apparel,NE,51.13,0,1,5.0,48.82,0
5543,paid,control,2025-10-25,2025-10-29,,0,0,electronics,NE,94.76,1,0,,,0
5544,paid,treatment,2025-12-29,2025-12-30,2026-01-04,0,0,home,Midwest,57.91,0,0,,,0
5545,paid,control,2025-11-21,2025-11-25,,0,0,apparel,South,52.18,0,0,,,0
5546,paid,treatment,2025-12-02,2025-12-07,2025-12-13,0,0,beauty,South,36.26,0,0,,,0
5547,paid,control,2025-11-15,2025-11-20,,0,0,beauty,NE,51.75,0,0,,,0
5548,paid,control,2025-12-09,2025-12-13,,0,0,electronics,South,124.84,0,0,,,0
5549,paid,control,2025-10-08,2025-10-13,,0,0,beauty,South,40.99,0,0,,,0
5550,paid,treatment,2025-12-02,2025-12-03,2025-12-10,0,0,electronics,South,119.74,0,0,,,0
5551,paid,treatment,2025-10-07,2025-10-12,2025-10-18,0,0,electronics,Midwest,107.39,0,0,,,0
5552,paid,control,2025-10-17,2025-10-21,,0,0,apparel,Midwest,86.79,0,0,,,0
5553,paid,treatment,2025-11-16,2025-11-21,2025-11-28,0,0,beauty,South,40.63,0,1,11.0,16.53,1
5554,paid,treatment,2025-11-11,2025-11-13,2025-11-19,0,0,home,NE,112.25,0,0,,,0
5555,paid,treatment,2025-10-15,2025-10-16,2025-10-22,0,0,footwear,NE,97.75,0,0,,,0
5556,paid,treatment,2025-12-13,2025-12-19,2025-12-26,1,1,apparel,NE,81.43,0,1,6.0,83.21,1
5557,paid,control,2025-10-28,2025-10-30,,0,0,beauty,Midwest,37.25,0,0,,,0
5558,paid,control,2025-12-19,2025-12-22,,0,0,home,South,71.29,1,0,,,0
5559,paid,treatment,2025-10-02,2025-10-06,2025-10-11,1,1,beauty,South,57.29,0,0,,,0
5560,paid,control,2025-10-22,2025-10-26,,0,0,apparel,NE,69.64,0,1,22.0,64.37,0
5561,paid,control,2025-10-28,2025-11-02,,0,0,beauty,West,36.19,0,0,,,0
5562,paid,control,2025-11-24,2025-11-28,,0,0,apparel,Midwest,89.09,0,0,,,0
5563,paid,treatment,2025-11-06,2025-11-08,2025-11-15,1,0,home,NE,105.02,0,0,,,0
5564,paid,control,2025-10-15,2025-10-19,,0,0,footwear,South,43.31,0,1,18.0,49.51,1
5565,paid,control,2025-11-22,2025-11-26,,0,0,footwear,NE,71.71,0,0,,,0
5566,paid,treatment,2025-12-28,2025-12-29,2026-01-04,1,0,beauty,West,41.32,0,1,18.0,39.23,1
5567,paid,control,2025-10-13,2025-10-18,,0,0,apparel,South,57.07,0,0,,,0
5568,paid,control,2025-10-24,2025-10-25,,0,0,beauty,Midwest,41.08,0,0,,,0
5569,paid,control,2025-11-14,2025-11-19,,0,0,apparel,Midwest,42.93,0,0,,,0
5570,paid,control,2025-12-06,2025-12-09,,0,0,home,NE,80.34,0,0,,,0
5571,paid,treatment,2025-10-13,2025-10-17,2025-10-24,0,0,apparel,Midwest,65.59,0,0,,,0
5572,paid,treatment,2025-10-22,2025-10-26,2025-11-01,0,0,beauty,South,45.74,1,0,,,0
5573,paid,control,2025-10-22,2025-10-25,,0,0,apparel,NE,58.74,0,0,,,0
5574,paid,treatment,2025-11-26,2025-11-30,2025-12-06,0,0,apparel,South,49.82,0,0,,,0
5575,paid,treatment,2025-10-08,2025-10-11,2025-10-18,0,0,electronics,Midwest,83.74,0,0,,,0
5576,paid,treatment,2025-11-30,2025-12-04,2025-12-10,0,0,footwear,NE,130.07,0,1,13.0,150.18,1
5577,paid,treatment,2025-11-09,2025-11-15,2025-11-21,0,0,electronics,NE,65.92,0,0,,,0
5578,paid,treatment,2025-10-31,2025-11-02,2025-11-08,0,0,apparel,NE,56.29,0,0,,,0
5579,paid,control,2025-12-19,2025-12-20,,0,0,beauty,West,14.85,0,0,,,0
5580,paid,control,2025-12-15,2025-12-18,,0,0,home,Midwest,69.6,0,0,,,0
5581,paid,treatment,2025-12-13,2025-12-16,2025-12-23,0,0,electronics,West,168.59,1,0,,,0
5582,paid,treatment,2025-12-21,2025-12-24,2025-12-31,0,0,electronics,South,23.63,0,0,,,0
5583,paid,treatment,2025-10-22,2025-10-24,2025-10-29,0,0,apparel,NE,49.09,0,0,,,0
5584,paid,control,2025-12-18,2025-12-23,,0,0,home,NE,38.93,0,0,,,0
5585,paid,control,2025-10-17,2025-10-19,,0,0,apparel,South,57.16,0,0,,,0
5586,paid,treatment,2025-10-31,2025-11-04,2025-11-09,0,0,beauty,NE,50.28,1,0,,,0
5587,paid,control,2025-11-21,2025-11-25,,0,0,footwear,South,84.25,0,0,,,0
5588,paid,treatment,2025-12-08,2025-12-12,2025-12-18,0,0,footwear,West,84.99,0,0,,,0
5589,paid,treatment,2025-11-23,2025-11-27,2025-12-02,0,0,apparel,Midwest,33.64,0,0,,,0
5590,paid,treatment,2025-11-21,2025-11-26,2025-12-01,0,0,electronics,West,117.67,0,0,,,0
5591,paid,control,2025-11-04,2025-11-08,,0,0,beauty,West,56.3,0,0,,,0
5592,paid,treatment,2025-11-24,2025-11-27,2025-12-03,1,0,apparel,NE,67.32,0,0,,,0
5593,paid,treatment,2025-11-13,2025-11-17,2025-11-23,0,0,electronics,Midwest,10.0,1,0,,,0
5594,paid,treatment,2025-11-13,2025-11-17,2025-11-23,1,0,electronics,Midwest,189.83,1,0,,,0
5595,paid,treatment,2025-11-23,2025-11-28,2025-12-03,0,0,apparel,Midwest,94.72,0,0,,,0
5596,paid,control,2025-11-25,2025-11-26,,0,0,electronics,NE,151.22,0,0,,,0
5597,paid,treatment,2025-10-31,2025-11-03,2025-11-08,0,0,apparel,NE,85.52,0,1,17.0,58.06,0
5598,paid,treatment,2025-10-13,2025-10-15,2025-10-21,0,0,home,West,69.51,1,0,,,0
5599,paid,treatment,2025-10-28,2025-11-01,2025-11-07,0,0,footwear,West,103.45,0,0,,,0
5600,paid,treatment,2025-11-07,2025-11-11,2025-11-16,0,0,electronics,Midwest,88.45,0,0,,,0
5601,paid,control,2025-10-15,2025-10-18,,0,0,home,NE,76.99,0,0,,,0
5602,paid,treatment,2025-10-17,2025-10-20,2025-10-26,1,0,beauty,South,10.0,0,0,,,0
5603,paid,control,2025-12-27,2025-12-31,,0,0,electronics,South,111.24,1,0,,,0
5604,paid,control,2025-10-26,2025-10-29,,0,0,footwear,Midwest,110.61,0,0,,,0
5605,paid,treatment,2025-12-07,2025-12-12,2025-12-19,0,0,apparel,West,97.23,0,0,,,0
5606,paid,control,2025-10-12,2025-10-18,,0,0,apparel,South,74.17,0,0,,,0
5607,paid,control,2025-12-29,2026-01-03,,0,0,beauty,NE,60.01,0,1,6.0,59.94,0
5608,paid,treatment,2025-10-20,2025-10-24,2025-10-30,1,1,home,Midwest,56.7,0,0,,,0
5609,paid,treatment,2025-11-06,2025-11-12,2025-11-18,1,0,apparel,NE,79.06,0,1,3.0,62.63,1
5610,paid,control,2025-12-11,2025-12-15,,0,0,home,NE,75.12,0,0,,,0
5611,paid,control,2025-10-19,2025-10-22,,0,0,beauty,Midwest,10.0,0,0,,,0
5612,paid,control,2025-11-20,2025-11-23,,0,0,footwear,NE,106.87,0,0,,,0
5613,paid,treatment,2025-12-12,2025-12-15,2025-12-21,1,0,apparel,West,67.61,0,0,,,0
5614,paid,control,2025-10-03,2025-10-06,,0,0,electronics,Midwest,132.08,0,0,,,0
5615,paid,treatment,2025-10-03,2025-10-07,2025-10-12,1,0,footwear,West,110.08,0,1,5.0,73.98,0
5616,paid,treatment,2025-12-12,2025-12-14,2025-12-21,0,0,home,South,45.18,0,0,,,0
5617,paid,treatment,2025-10-25,2025-10-28,2025-11-02,0,0,apparel,South,65.57,0,0,,,0
5618,paid,control,2025-12-23,2025-12-27,,0,0,footwear,South,86.96,0,0,,,0
5619,paid,treatment,2025-12-25,2025-12-29,2026-01-04,1,0,beauty,NE,47.79,0,0,,,0
5620,paid,control,2025-12-20,2025-12-23,,0,0,home,NE,10.0,0,0,,,0
5621,paid,control,2025-12-31,2026-01-04,,0,0,apparel,Midwest,79.75,0,0,,,0
5622,paid,control,2025-12-15,2025-12-17,,0,0,beauty,South,52.66,0,0,,,0
5623,paid,control,2025-11-05,2025-11-07,,0,0,home,West,26.68,0,0,,,0
5624,paid,treatment,2025-12-31,2026-01-03,2026-01-10,0,0,electronics,NE,79.28,1,0,,,0
5625,paid,control,2025-11-01,2025-11-05,,0,0,footwear,NE,116.76,0,0,,,0
5626,paid,treatment,2025-11-23,2025-11-27,2025-12-04,1,0,home,West,34.49,0,0,,,0
5627,paid,control,2025-10-01,2025-10-03,,0,0,apparel,Midwest,97.76,0,0,,,0
5628,paid,control,2025-12-28,2025-12-31,,0,0,home,NE,35.65,0,0,,,0
5629,paid,control,2025-11-24,2025-11-29,,0,0,apparel,NE,86.4,0,0,,,0
5630,paid,control,2025-12-27,2025-12-31,,0,0,apparel,NE,43.8,0,0,,,0
5631,paid,control,2025-11-02,2025-11-05,,0,0,beauty,NE,54.43,0,0,,,0
5632,paid,treatment,2025-10-29,2025-10-31,2025-11-07,0,0,apparel,South,70.02,0,0,,,0
5633,paid,treatment,2025-11-18,2025-11-21,2025-11-27,1,0,apparel,NE,70.32,0,0,,,0
5634,paid,control,2025-12-19,2025-12-23,,0,0,apparel,South,42.28,0,0,,,0
5635,paid,treatment,2025-11-20,2025-11-24,2025-11-30,0,0,apparel,South,64.84,0,0,,,0
5636,paid,treatment,2025-12-12,2025-12-16,2025-12-21,1,0,electronics,NE,76.98,0,1,8.0,65.55,1
5637,paid,control,2025-10-20,2025-10-24,,0,0,beauty,West,28.72,0,0,,,0
5638,paid,control,2025-12-11,2025-12-14,,0,0,footwear,West,121.92,0,0,,,0
5639,paid,control,2025-12-07,2025-12-10,,0,0,footwear,West,165.16,0,0,,,0
5640,paid,treatment,2025-12-22,2025-12-28,2026-01-04,0,0,electronics,NE,77.86,0,0,,,0
5641,paid,treatment,2025-10-06,2025-10-09,2025-10-14,0,0,apparel,South,74.34,0,0,,,0
5642,paid,control,2025-11-05,2025-11-07,,0,0,beauty,Midwest,56.16,0,0,,,0
5643,paid,treatment,2025-10-09,2025-10-11,2025-10-17,1,1,beauty,Midwest,32.55,0,0,,,0
5644,paid,treatment,2025-11-06,2025-11-09,2025-11-15,0,0,beauty,Midwest,28.73,0,0,,,0
5645,paid,treatment,2025-12-09,2025-12-14,2025-12-19,0,0,apparel,South,65.01,0,0,,,0
5646,paid,control,2025-11-28,2025-12-01,,0,0,apparel,NE,65.38,0,0,,,0
5647,paid,treatment,2025-12-09,2025-12-14,2025-12-20,0,0,home,Midwest,10.0,0,0,,,0
5648,paid,treatment,2025-12-07,2025-12-10,2025-12-15,0,0,electronics,West,134.05,0,0,,,0
5649,paid,treatment,2025-12-31,2026-01-05,2026-01-12,0,0,beauty,South,54.07,0,0,,,0
5650,paid,treatment,2025-12-20,2025-12-23,2025-12-30,0,0,apparel,West,75.82,0,0,,,0
5651,paid,treatment,2025-11-23,2025-11-26,2025-12-03,1,1,home,NE,51.74,0,0,,,0
5652,paid,treatment,2025-12-20,2025-12-24,2025-12-30,1,0,electronics,South,40.02,1,0,,,0
5653,paid,control,2025-10-05,2025-10-09,,0,0,electronics,South,145.22,0,0,,,0
5654,paid,control,2025-12-06,2025-12-09,,0,0,electronics,Midwest,77.45,0,0,,,0
5655,paid,control,2025-11-18,2025-11-22,,0,0,home,NE,50.4,0,0,,,0
5656,paid,control,2025-12-28,2026-01-01,,0,0,beauty,NE,42.1,0,0,,,0
5657,paid,treatment,2025-11-16,2025-11-18,2025-11-23,1,0,beauty,South,54.05,0,0,,,0
5658,paid,treatment,2025-10-17,2025-10-20,2025-10-26,0,0,apparel,NE,87.85,1,1,7.0,82.08,1
5659,paid,treatment,2025-12-06,2025-12-09,2025-12-16,1,0,beauty,NE,45.13,0,1,20.0,39.42,1
5660,paid,treatment,2025-12-27,2025-12-30,2026-01-06,1,0,electronics,West,121.76,0,0,,,0
5661,paid,control,2025-10-02,2025-10-06,,0,0,home,West,76.4,0,0,,,0
5662,paid,control,2025-10-06,2025-10-09,,0,0,home,South,36.93,0,0,,,0
5663,paid,treatment,2025-11-30,2025-12-01,2025-12-06,0,0,apparel,South,49.93,1,0,,,0
5664,paid,control,2025-11-21,2025-11-24,,0,0,home,South,93.03,0,0,,,0
5665,paid,treatment,2025-11-20,2025-11-22,2025-11-27,1,0,apparel,South,97.25,0,0,,,0
5666,paid,control,2025-10-09,2025-10-13,,0,0,beauty,South,15.53,0,0,,,0
5667,paid,control,2025-11-22,2025-11-26,,0,0,home,South,46.02,0,0,,,0
5668,paid,treatment,2025-11-22,2025-11-23,2025-11-28,0,0,apparel,NE,85.39,0,0,,,0
5669,paid,treatment,2025-12-18,2025-12-21,2025-12-27,0,0,beauty,Midwest,47.71,0,1,14.0,27.06,0
5670,paid,treatment,2025-11-05,2025-11-09,2025-11-14,0,0,apparel,South,61.72,0,0,,,0
5671,paid,control,2025-11-02,2025-11-04,,0,0,apparel,South,38.34,1,0,,,0
5672,paid,treatment,2025-10-08,2025-10-12,2025-10-18,0,0,beauty,West,34.34,1,0,,,0
5673,paid,treatment,2025-11-22,2025-11-27,2025-12-03,0,0,electronics,NE,73.58,0,1,11.0,89.09,1
5674,paid,treatment,2025-11-29,2025-12-02,2025-12-08,0,0,apparel,South,94.95,0,1,4.0,106.21,1
5675,paid,control,2025-10-26,2025-10-29,,0,0,apparel,South,48.32,0,0,,,0
5676,paid,control,2025-12-07,2025-12-08,,0,0,beauty,South,43.93,0,1,10.0,46.81,1
5677,paid,treatment,2025-12-26,2025-12-30,2026-01-06,0,0,apparel,South,74.21,1,0,,,0
5678,paid,control,2025-10-17,2025-10-23,,0,0,electronics,West,114.02,0,0,,,0
5679,paid,treatment,2025-11-22,2025-11-28,2025-12-04,0,0,electronics,West,117.78,0,0,,,0
5680,paid,control,2025-12-03,2025-12-06,,0,0,electronics,West,49.74,0,0,,,0
5681,paid,control,2025-10-02,2025-10-04,,0,0,home,Midwest,48.69,0,0,,,0
5682,paid,treatment,2025-10-17,2025-10-22,2025-10-27,0,0,electronics,NE,102.18,1,0,,,0
5683,paid,control,2025-11-06,2025-11-09,,0,0,beauty,South,32.94,0,0,,,0
5684,paid,control,2025-10-13,2025-10-17,,0,0,electronics,Midwest,196.39,0,0,,,0
5685,paid,treatment,2025-11-02,2025-11-06,2025-11-13,0,0,beauty,West,70.79,0,0,,,0
5686,paid,control,2025-10-14,2025-10-18,,0,0,beauty,South,56.78,1,1,15.0,66.72,0
5687,paid,treatment,2025-12-22,2025-12-27,2026-01-03,1,0,electronics,West,203.23,0,0,,,0
5688,paid,control,2025-11-25,2025-11-30,,0,0,electronics,South,85.28,0,0,,,0
5689,paid,treatment,2025-10-31,2025-11-03,2025-11-08,0,0,beauty,South,38.82,0,0,,,0
5690,paid,control,2025-12-11,2025-12-13,,0,0,footwear,West,60.91,1,0,,,0
5691,paid,control,2025-10-02,2025-10-03,,0,0,home,NE,60.75,0,1,25.0,49.09,1
5692,paid,treatment,2025-11-24,2025-11-27,2025-12-02,0,0,home,West,36.64,0,1,5.0,45.99,0
5693,paid,treatment,2025-12-02,2025-12-04,2025-12-09,0,0,home,West,32.57,0,0,,,0
5694,paid,control,2025-12-14,2025-12-18,,0,0,electronics,West,10.0,0,0,,,0
5695,paid,treatment,2025-10-21,2025-10-24,2025-10-29,0,0,footwear,NE,97.8,0,0,,,0
5696,paid,control,2025-11-24,2025-11-27,,0,0,electronics,West,184.89,0,0,,,0
5697,paid,control,2025-12-10,2025-12-14,,0,0,beauty,NE,58.04,1,0,,,0
5698,paid,treatment,2025-12-13,2025-12-17,2025-12-24,0,0,home,NE,76.43,1,0,,,0
5699,paid,treatment,2025-10-17,2025-10-20,2025-10-27,0,0,beauty,NE,54.33,0,0,,,0
5700,paid,control,2025-12-29,2026-01-04,,0,0,electronics,NE,103.0,0,0,,,0
5701,paid,treatment,2025-10-26,2025-10-30,2025-11-06,1,0,footwear,Midwest,40.75,0,0,,,0
5702,paid,control,2025-11-05,2025-11-08,,0,0,electronics,West,60.77,1,0,,,0
5703,paid,control,2025-10-18,2025-10-21,,0,0,beauty,South,37.42,0,0,,,0
5704,paid,control,2025-10-14,2025-10-18,,0,0,beauty,South,10.0,0,0,,,0
5705,paid,control,2025-10-24,2025-10-28,,0,0,beauty,West,50.45,0,0,,,0
5706,paid,treatment,2025-10-13,2025-10-15,2025-10-22,1,0,beauty,West,48.25,0,1,17.0,35.14,1
5707,paid,control,2025-12-07,2025-12-12,,0,0,footwear,West,99.91,0,0,,,0
5708,paid,control,2025-11-24,2025-11-29,,0,0,apparel,West,85.08,0,1,6.0,85.24,1
5709,paid,treatment,2025-11-05,2025-11-10,2025-11-15,0,0,electronics,West,20.77,0,0,,,0
5710,paid,treatment,2025-11-20,2025-11-25,2025-11-30,0,0,beauty,NE,30.11,0,0,,,0
5711,paid,control,2025-11-25,2025-12-01,,0,0,electronics,South,56.27,0,0,,,0
5712,paid,treatment,2025-10-17,2025-10-23,2025-10-30,0,0,footwear,Midwest,68.99,0,1,9.0,77.65,0
5713,paid,control,2025-10-28,2025-11-01,,0,0,home,NE,40.98,0,0,,,0
5714,paid,treatment,2025-12-21,2025-12-24,2025-12-31,0,0,home,NE,10.0,0,0,,,0
5715,paid,treatment,2025-10-02,2025-10-03,2025-10-08,1,0,apparel,Midwest,80.2,1,0,,,0
5716,paid,control,2025-12-28,2026-01-01,,0,0,apparel,West,94.59,0,0,,,0
5717,paid,control,2025-12-28,2026-01-01,,0,0,home,Midwest,40.35,1,0,,,0
5718,paid,treatment,2025-10-24,2025-10-28,2025-11-04,0,0,beauty,South,32.51,0,1,10.0,26.91,1
5719,paid,control,2025-10-30,2025-10-31,,0,0,home,NE,78.19,0,0,,,0
5720,paid,control,2025-10-20,2025-10-23,,0,0,beauty,NE,40.88,1,1,4.0,40.81,0
5721,paid,treatment,2025-11-21,2025-11-25,2025-11-30,1,1,apparel,West,77.3,0,0,,,0
5722,paid,control,2025-10-20,2025-10-22,,0,0,electronics,Midwest,64.16,0,0,,,0
5723,paid,treatment,2025-12-12,2025-12-16,2025-12-23,0,0,electronics,South,153.51,0,0,,,0
5724,paid,treatment,2025-11-05,2025-11-09,2025-11-16,1,1,footwear,NE,96.03,0,0,,,0
5725,paid,control,2025-12-29,2026-01-03,,0,0,apparel,NE,55.06,0,0,,,0
5726,paid,control,2025-12-18,2025-12-24,,0,0,beauty,Midwest,41.29,0,0,,,0
5727,paid,treatment,2025-11-06,2025-11-09,2025-11-16,1,0,apparel,South,18.21,0,0,,,0
5728,paid,control,2025-11-24,2025-11-28,,0,0,footwear,NE,77.23,0,0,,,0
5729,paid,control,2025-10-03,2025-10-07,,0,0,home,West,58.68,1,0,,,0
5730,paid,control,2025-10-07,2025-10-11,,0,0,footwear,NE,73.28,0,0,,,0
5731,paid,treatment,2025-11-16,2025-11-20,2025-11-26,0,0,footwear,South,61.07,1,0,,,0
5732,paid,control,2025-11-13,2025-11-18,,0,0,apparel,South,95.38,0,0,,,0
5733,paid,treatment,2025-11-06,2025-11-07,2025-11-14,1,0,beauty,Midwest,60.63,0,0,,,0
5734,paid,control,2025-10-09,2025-10-13,,0,0,beauty,Midwest,42.61,0,1,26.0,28.39,1
5735,paid,treatment,2025-12-17,2025-12-21,2025-12-26,0,0,home,NE,66.69,0,0,,,0
5736,paid,treatment,2025-11-07,2025-11-10,2025-11-16,1,0,footwear,South,34.19,0,0,,,0
5737,paid,control,2025-11-13,2025-11-14,,0,0,apparel,Midwest,40.3,0,0,,,0
5738,paid,treatment,2025-11-07,2025-11-10,2025-11-16,0,0,electronics,NE,94.42,1,0,,,0
5739,paid,control,2025-11-15,2025-11-18,,0,0,apparel,NE,41.68,0,0,,,0
5740,paid,control,2025-11-29,2025-12-05,,0,0,electronics,South,175.28,0,1,4.0,165.81,0
5741,paid,treatment,2025-12-10,2025-12-14,2025-12-20,0,0,apparel,West,51.27,0,0,,,0
5742,paid,treatment,2025-11-20,2025-11-23,2025-11-28,0,0,home,NE,29.01,0,0,,,0
5743,paid,treatment,2025-10-16,2025-10-17,2025-10-22,0,0,electronics,South,230.09,1,0,,,0
5744,paid,control,2025-12-20,2025-12-24,,0,0,beauty,Midwest,69.66,0,1,25.0,67.26,0
5745,paid,control,2025-10-27,2025-10-31,,0,0,footwear,NE,105.54,0,1,30.0,106.11,1
5746,paid,control,2025-10-02,2025-10-05,,0,0,electronics,Midwest,13.18,0,0,,,0
5747,paid,control,2025-10-04,2025-10-08,,0,0,apparel,West,97.47,0,0,,,0
5748,paid,control,2025-12-11,2025-12-14,,0,0,beauty,West,63.6,0,0,,,0
5749,paid,treatment,2025-11-05,2025-11-10,2025-11-15,0,0,beauty,Midwest,16.03,0,0,,,0
5750,paid,control,2025-10-03,2025-10-08,,0,0,apparel,Midwest,15.16,0,1,4.0,9.32,0
5751,paid,treatment,2025-12-14,2025-12-16,2025-12-21,0,0,apparel,Midwest,52.83,0,0,,,0
5752,paid,control,2025-10-28,2025-10-30,,0,0,apparel,Midwest,72.98,0,0,,,0
5753,paid,control,2025-12-29,2026-01-04,,0,0,footwear,Midwest,124.96,0,0,,,0
5754,paid,control,2025-12-20,2025-12-25,,0,0,footwear,NE,32.26,0,0,,,0
5755,paid,control,2025-10-05,2025-10-07,,0,0,apparel,South,104.87,0,0,,,0
5756,paid,control,2025-12-03,2025-12-05,,0,0,electronics,Midwest,27.93,1,0,,,0
5757,paid,control,2025-11-25,2025-11-29,,0,0,apparel,South,84.07,0,0,,,0
5758,paid,treatment,2025-10-16,2025-10-18,2025-10-25,1,0,home,South,57.29,0,1,18.0,45.89,0
5759,paid,treatment,2025-11-01,2025-11-04,2025-11-11,1,0,apparel,West,92.62,0,0,,,0
5760,paid,control,2025-11-15,2025-11-18,,0,0,apparel,Midwest,73.27,0,0,,,0
5761,paid,control,2025-10-14,2025-10-17,,0,0,beauty,West,41.02,0,0,,,0
5762,paid,control,2025-12-06,2025-12-11,,0,0,electronics,South,157.48,0,0,,,0
5763,paid,control,2025-10-26,2025-11-01,,0,0,beauty,South,30.13,0,0,,,0
5764,paid,control,2025-12-26,2025-12-29,,0,0,electronics,South,113.37,1,0,,,0
5765,paid,control,2025-12-13,2025-12-15,,0,0,apparel,NE,35.39,1,0,,,0
5766,paid,treatment,2025-11-28,2025-12-02,2025-12-08,1,0,home,NE,75.57,0,0,,,0
5767,paid,control,2025-10-12,2025-10-17,,0,0,apparel,South,90.9,0,0,,,0
5768,paid,control,2025-10-03,2025-10-06,,0,0,apparel,West,74.96,0,0,,,0
5769,paid,control,2025-10-14,2025-10-19,,0,0,beauty,West,45.29,0,1,3.0,33.67,0
5770,paid,treatment,2025-11-15,2025-11-17,2025-11-24,1,0,apparel,NE,58.41,0,0,,,0
5771,paid,control,2025-12-11,2025-12-15,,0,0,electronics,Midwest,252.23,0,1,12.0,256.02,1
5772,paid,control,2025-10-15,2025-10-17,,0,0,home,Midwest,57.12,0,0,,,0
5773,paid,control,2025-12-05,2025-12-09,,0,0,home,Midwest,20.44,0,0,,,0
5774,paid,control,2025-10-05,2025-10-08,,0,0,apparel,NE,77.4,1,0,,,0
5775,paid,control,2025-10-25,2025-10-29,,0,0,apparel,South,66.21,0,0,,,0
5776,paid,treatment,2025-11-25,2025-12-01,2025-12-08,0,0,home,Midwest,107.81,0,0,,,0
5777,paid,control,2025-12-16,2025-12-19,,0,0,apparel,West,64.72,0,0,,,0
5778,paid,control,2025-12-11,2025-12-12,,0,0,apparel,NE,35.15,0,0,,,0
5779,paid,treatment,2025-11-19,2025-11-22,2025-11-28,0,0,apparel,West,102.34,0,0,,,0
5780,paid,control,2025-10-04,2025-10-08,,0,0,footwear,West,93.44,0,1,13.0,124.93,0
5781,paid,control,2025-10-27,2025-10-31,,0,0,beauty,Midwest,33.44,0,1,20.0,18.32,0
5782,paid,control,2025-12-12,2025-12-15,,0,0,apparel,West,114.68,0,0,,,0
5783,paid,treatment,2025-10-08,2025-10-13,2025-10-20,0,0,beauty,South,41.53,0,0,,,0
5784,paid,treatment,2025-12-04,2025-12-08,2025-12-14,0,0,footwear,Midwest,69.4,1,0,,,0
5785,paid,treatment,2025-12-04,2025-12-07,2025-12-13,0,0,apparel,South,85.99,0,0,,,0
5786,paid,treatment,2025-12-09,2025-12-12,2025-12-17,1,0,apparel,South,86.15,0,0,,,0
5787,paid,treatment,2025-10-20,2025-10-21,2025-10-27,0,0,footwear,NE,110.72,0,0,,,0
5788,paid,treatment,2025-10-23,2025-10-27,2025-11-02,0,0,electronics,NE,194.03,0,0,,,0
5789,paid,treatment,2025-10-19,2025-10-23,2025-10-29,1,0,home,West,12.4,0,0,,,0
5790,paid,treatment,2025-11-06,2025-11-08,2025-11-15,1,0,apparel,NE,83.38,0,0,,,0
5791,paid,treatment,2025-11-18,2025-11-21,2025-11-28,0,0,apparel,South,66.79,0,0,,,0
5792,paid,control,2025-10-12,2025-10-15,,0,0,electronics,West,127.49,0,0,,,0
5793,paid,control,2025-11-22,2025-11-25,,0,0,electronics,Midwest,92.23,0,0,,,0
5794,paid,treatment,2025-10-22,2025-10-25,2025-11-01,1,0,beauty,South,35.69,0,0,,,0
5795,paid,control,2025-11-21,2025-11-25,,0,0,apparel,West,59.62,1,0,,,0
5796,paid,control,2025-10-28,2025-10-31,,0,0,apparel,Midwest,68.01,0,0,,,0
5797,paid,treatment,2025-12-27,2025-12-30,2026-01-06,1,0,electronics,NE,10.0,0,0,,,0
5798,paid,treatment,2025-10-30,2025-11-01,2025-11-06,0,0,home,South,75.27,0,0,,,0
5799,paid,treatment,2025-12-20,2025-12-23,2025-12-30,1,1,beauty,West,56.7,0,0,,,0
5800,paid,control,2025-10-17,2025-10-22,,0,0,home,South,69.26,0,0,,,0
5801,paid,control,2025-10-08,2025-10-12,,0,0,electronics,NE,152.49,0,0,,,0
5802,paid,control,2025-10-18,2025-10-21,,0,0,home,Midwest,81.19,1,0,,,0
5803,paid,control,2025-11-08,2025-11-12,,0,0,apparel,South,70.19,0,0,,,0
5804,paid,treatment,2025-12-22,2025-12-27,2026-01-03,0,0,footwear,Midwest,146.19,0,0,,,0
5805,paid,control,2025-10-17,2025-10-21,,0,0,apparel,NE,65.07,0,0,,,0
